Metro,Class,Year,Income
"Montgomery, AL",Middle,2014,74928.77774
"Morgantown, WV",Middle,2014,74623.50379
"Muncie, IN",Middle,2014,67699.11107
"Muskegon, MI",Middle,2014,69853.76495
"Napa, CA",Middle,2014,70950.01455
"Naples-Immokalee-Marco Island, FL",Middle,2014,71976.93015
"Nashville-Davidson--Murfreesboro--Franklin, TN",Middle,2014,73861.43607
"New Haven-Milford, CT",Middle,2014,75154.72377
"New Orleans-Metairie, LA",Middle,2014,72568.04445
"New York-Newark-Jersey City, NY-NJ-PA",Middle,2014,73644.02906
"Niles-Benton Harbor, MI",Middle,2014,70122.11159
"North Port-Sarasota-Bradenton, FL",Middle,2014,72517.78034
"Norwich-New London, CT",Middle,2014,79042.00004
"Ocala, FL",Middle,2014,66551.15976
"Ocean City, NJ",Middle,2014,73326.5095
"Odessa, TX",Middle,2014,72775.24969
"Ogden-Clearfield, UT",Middle,2014,74072.15738
"Oklahoma City, OK",Middle,2014,74146.72216
"Olympia-Tumwater, WA",Middle,2014,73719.09614
"Omaha-Council Bluffs, NE-IA",Middle,2014,76224.92332
"Orlando-Kissimmee-Sanford, FL",Middle,2014,70768.16654
"Owensboro, KY",Middle,2014,70065.49084
"Oxnard-Thousand Oaks-Ventura, CA",Middle,2014,74999.99967
"Palm Bay-Melbourne-Titusville, FL",Middle,2014,72851.7717
"Pensacola-Ferry Pass-Brent, FL",Middle,2014,72654.35255
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Middle,2014,75446.14132
"Phoenix-Mesa-Scottsdale, AZ",Middle,2014,72900.71945
"Pittsburgh, PA",Middle,2014,75386.50681
"Portland-South Portland, ME",Middle,2014,74919.84036
"Portland-Vancouver-Hillsboro, OR-WA",Middle,2014,73308.79062
"Port St. Lucie, FL",Middle,2014,69035.71736
"Prescott, AZ",Middle,2014,67782.42271
"Providence-Warwick, RI-MA",Middle,2014,75482.75687
"Provo-Orem, UT",Middle,2014,70488.90798
"Pueblo, CO",Middle,2014,74434.9181
"Punta Gorda, FL",Middle,2014,67319.63606
"Racine, WI",Middle,2014,81283.42967
"Raleigh, NC",Middle,2014,76866.83867
"Reading, PA",Middle,2014,72168.78942
"Redding, CA",Middle,2014,71036.58245
"Reno, NV",Middle,2014,72313.98724
"Richmond, VA",Middle,2014,76005.47249
"Riverside-San Bernardino-Ontario, CA",Middle,2014,70480.59414
"Rochester, NY",Middle,2014,71277.80517
"Rockford, IL",Middle,2014,74172.47776
"Rocky Mount, NC",Middle,2014,65774.07516
"Sacramento--Roseville--Arden-Arcade, CA",Middle,2014,74278.98156
"Saginaw, MI",Middle,2014,74276.60865
"St. Louis, MO-IL",Middle,2014,75641.9843
"Salinas, CA",Middle,2014,70951.48679
"Salisbury, MD-DE",Middle,2014,75222.68944
"Salt Lake City, UT",Middle,2014,72096.3897
"San Angelo, TX",Middle,2014,72216.21297
"San Antonio-New Braunfels, TX",Middle,2014,73810.02881
"San Diego-Carlsbad, CA",Middle,2014,73715.25099
"San Francisco-Oakland-Hayward, CA",Middle,2014,76891.10471
"San Jose-Sunnyvale-Santa Clara, CA",Middle,2014,78318.21065
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Middle,2014,75847.97711
"Santa Cruz-Watsonville, CA",Middle,2014,71869.33516
"Santa Fe, NM",Middle,2014,74074.33976
"Santa Maria-Santa Barbara, CA",Middle,2014,74500.61478
"Santa Rosa, CA",Middle,2014,73956.05801
"Scranton--Wilkes-Barre--Hazleton, PA",Middle,2014,71965.42934
"Seattle-Tacoma-Bellevue, WA",Middle,2014,76818.30661
"Sheboygan, WI",Middle,2014,66719.186
"Shreveport-Bossier City, LA",Middle,2014,70161.44646
"Spartanburg, SC",Middle,2014,72232.1132
"Spokane-Spokane Valley, WA",Middle,2014,70947.12203
"Springfield, IL",Middle,2014,77190.80146
"Springfield, MA",Middle,2014,74611.39675
"Springfield, MO",Middle,2014,70182.0059
"Springfield, OH",Middle,2014,72653.14011
"State College, PA",Middle,2014,73689.09702
"Stockton-Lodi, CA",Middle,2014,72973.88128
"Syracuse, NY",Middle,2014,75471.70639
"Tampa-St. Petersburg-Clearwater, FL",Middle,2014,69849.2443
"Toledo, OH",Middle,2014,73000.0006
"Trenton, NJ",Middle,2014,76410.1142
"Tucson, AZ",Middle,2014,71495.905
"Tyler, TX",Middle,2014,68861.36912
"Urban Honolulu, HI",Middle,2014,75220.48974
"Utica-Rome, NY",Middle,2014,72168.28713
"Vallejo-Fairfield, CA",Middle,2014,75155.93621
"Virginia Beach-Norfolk-Newport News, VA-NC",Middle,2014,75368.90917
"Visalia-Porterville, CA",Middle,2014,67991.63713
"Waco, TX",Middle,2014,70459.51508
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Middle,2014,79383.5085
"Wausau, WI",Middle,2014,75143.20563
"Wichita, KS",Middle,2014,73986.83655
"Wichita Falls, TX",Middle,2014,76134.09458
"Winston-Salem, NC",Middle,2014,71884.24812
"Worcester, MA-CT",Middle,2014,77915.47419
"Yakima, WA",Middle,2014,66757.58557
"York-Hanover, PA",Middle,2014,74489.02736
"Youngstown-Warren-Boardman, OH-PA",Middle,2014,71800.15705
"Yuba City, CA",Middle,2014,68110.17869
"Yuma, AZ",Middle,2014,64896.39306
"Akron, OH",Upper,2014,173668.5429
"Albany-Schenectady-Troy, NY",Upper,2014,163299.309
"Albuquerque, NM",Upper,2014,178378.041
"Allentown-Bethlehem-Easton, PA-NJ",Upper,2014,169740.9791
"Amarillo, TX",Upper,2014,162210.0049
"Anchorage, AK",Upper,2014,173913.0392
"Ann Arbor, MI",Upper,2014,177262.6869
"Anniston-Oxford-Jacksonville, AL",Upper,2014,178092.3046
"Atlanta-Sandy Springs-Roswell, GA",Upper,2014,178754.1905
"Atlantic City-Hammonton, NJ",Upper,2014,161652.7349
"Auburn-Opelika, AL",Upper,2014,159387.5242
"Augusta-Richmond County, GA-SC",Upper,2014,170837.6098
"Austin-Round Rock, TX",Upper,2014,178189.8364
"Bakersfield, CA",Upper,2014,164720.041
"Baltimore-Columbia-Towson, MD",Upper,2014,171151.4574
"Bangor, ME",Upper,2014,160051.8869
"Barnstable Town, MA",Upper,2014,170645.4041
"Baton Rouge, LA",Upper,2014,164616.2392
"Beaumont-Port Arthur, TX",Upper,2014,164558.2328
"Bellingham, WA",Upper,2014,161565.4222
"Bend-Redmond, OR",Upper,2014,174936.3002
"Binghamton, NY",Upper,2014,172571.8257
"Birmingham-Hoover, AL",Upper,2014,167829.28
"Blacksburg-Christiansburg-Radford, VA",Upper,2014,172546.1567
"Bloomington, IL",Upper,2014,163499.5167
"Boise City, ID",Upper,2014,173753.7771
"Boston-Cambridge-Newton, MA-NH",Upper,2014,178046.6997
"Bremerton-Silverdale, WA",Upper,2014,168446.2885
"Bridgeport-Stamford-Norwalk, CT",Upper,2014,205191.1748
"Brownsville-Harlingen, TX",Upper,2014,160810.5771
"Buffalo-Cheektowaga-Niagara Falls, NY",Upper,2014,160339.7364
"Burlington, NC",Upper,2014,167627.4961
"Burlington-South Burlington, VT",Upper,2014,170503.705
"Canton-Massillon, OH",Upper,2014,160321.2555
"Cape Coral-Fort Myers, FL",Upper,2014,180298.9373
"Champaign-Urbana, IL",Upper,2014,170594.1008
"Charleston-North Charleston, SC",Upper,2014,172867.6426
"Charlotte-Concord-Gastonia, NC-SC",Upper,2014,179646.7336
"Chattanooga, TN-GA",Upper,2014,166322.7596
"Chicago-Naperville-Elgin, IL-IN-WI",Upper,2014,170605.3764
"Chico, CA",Upper,2014,169899.7389
"Cincinnati, OH-KY-IN",Upper,2014,171381.2139
"Clarksville, TN-KY",Upper,2014,164113.7886
"Cleveland-Elyria, OH",Upper,2014,170302.1982
"Colorado Springs, CO",Upper,2014,169418.9389
"Columbia, MO",Upper,2014,166258.7776
"Columbus, OH",Upper,2014,168975.4993
"Corpus Christi, TX",Upper,2014,170991.2081
"Dallas-Fort Worth-Arlington, TX",Upper,2014,175095.2158
"Daphne-Fairhope-Foley, AL",Upper,2014,170301.6267
"Dayton, OH",Upper,2014,167252.7496
"Decatur, AL",Upper,2014,149644.1149
"Decatur, IL",Upper,2014,152940.4674
"Deltona-Daytona Beach-Ormond Beach, FL",Upper,2014,170261.7722
"Denver-Aurora-Lakewood, CO",Upper,2014,173700.8976
"Detroit-Warren-Dearborn, MI",Upper,2014,168575.1357
"Dover, DE",Upper,2014,150657.0009
"East Stroudsburg, PA",Upper,2014,161973.9437
"Eau Claire, WI",Upper,2014,153922.4362
"El Centro, CA",Upper,2014,162177.7541
"Elkhart-Goshen, IN",Upper,2014,157703.2087
"El Paso, TX",Upper,2014,164484.9844
"Erie, PA",Upper,2014,164971.0151
"Eugene, OR",Upper,2014,159689.8017
"Fayetteville, NC",Upper,2014,172242.3203
"Fayetteville-Springdale-Rogers, AR-MO",Upper,2014,170900.795
"Flagstaff, AZ",Upper,2014,157289.5777
"Fort Collins, CO",Upper,2014,165148.5157
"Fort Wayne, IN",Upper,2014,176503.3905
"Fresno, CA",Upper,2014,169397.4095
"Gadsden, AL",Upper,2014,160693.4732
"Gainesville, FL",Upper,2014,175557.9159
"Gainesville, GA",Upper,2014,168581.146
"Glens Falls, NY",Upper,2014,154385.9677
"Goldsboro, NC",Upper,2014,173762.4374
"Grand Junction, CO",Upper,2014,152834.7257
"Grand Rapids-Wyoming, MI",Upper,2014,168094.2145
"Greensboro-High Point, NC",Upper,2014,168020.4465
"Greenville, NC",Upper,2014,161217.5918
"Greenville-Anderson-Mauldin, SC",Upper,2014,170705.5929
"Gulfport-Biloxi-Pascagoula, MS",Upper,2014,160161.9588
"Hanford-Corcoran, CA",Upper,2014,174555.3702
"Harrisburg-Carlisle, PA",Upper,2014,167877.7948
"Hartford-West Hartford-East Hartford, CT",Upper,2014,175796.8177
"Hickory-Lenoir-Morganton, NC",Upper,2014,159450.5189
"Hilton Head Island-Bluffton-Beaufort, SC",Upper,2014,180192.1218
"Houma-Thibodaux, LA",Upper,2014,155397.7278
"Houston-The Woodlands-Sugar Land, TX",Upper,2014,182502.3658
"Huntsville, AL",Upper,2014,186193.418
"Indianapolis-Carmel-Anderson, IN",Upper,2014,166543.3535
"Jackson, MI",Upper,2014,171301.7301
"Jackson, TN",Upper,2014,159364.4013
"Jacksonville, FL",Upper,2014,167617.8139
"Janesville-Beloit, WI",Upper,2014,156237.7205
"Johnstown, PA",Upper,2014,155201.0362
"Joplin, MO",Upper,2014,162791.3158
"Kalamazoo-Portage, MI",Upper,2014,170212.3394
"Kankakee, IL",Upper,2014,168251.6406
"Kansas City, MO-KS",Upper,2014,173843.1856
"Knoxville, TN",Upper,2014,173673.9469
"Lafayette, LA",Upper,2014,178557.0831
"Lake Havasu City-Kingman, AZ",Upper,2014,165834.6503
"Lakeland-Winter Haven, FL",Upper,2014,162102.1847
"Lancaster, PA",Upper,2014,164625.6096
"Lansing-East Lansing, MI",Upper,2014,168239.8973
"Laredo, TX",Upper,2014,155340.8819
"Las Cruces, NM",Upper,2014,176204.2999
"Las Vegas-Henderson-Paradise, NV",Upper,2014,169143.1964
"Lebanon, PA",Upper,2014,156613.7488
"Lewiston-Auburn, ME",Upper,2014,149841.9324
"Lincoln, NE",Upper,2014,159520.0607
"Little Rock-North Little Rock-Conway, AR",Upper,2014,168131.8693
"Los Angeles-Long Beach-Anaheim, CA",Upper,2014,176589.7159
"Louisville/Jefferson County, KY-IN",Upper,2014,174134.6551
"Lubbock, TX",Upper,2014,182012.8536
"Lynchburg, VA",Upper,2014,162397.1184
"Madera, CA",Upper,2014,177857.2826
"Manchester-Nashua, NH",Upper,2014,168162.1109
"Mansfield, OH",Upper,2014,173969.4348
"McAllen-Edinburg-Mission, TX",Upper,2014,157754.0271
"Medford, OR",Upper,2014,172865.8586
"Memphis, TN-MS-AR",Upper,2014,172873.8607
"Merced, CA",Upper,2014,165521.1318
"Miami-Fort Lauderdale-West Palm Beach, FL",Upper,2014,179520.5883
"Michigan City-La Porte, IN",Upper,2014,173205.0808
"Midland, TX",Upper,2014,181282.1706
"Milwaukee-Waukesha-West Allis, WI",Upper,2014,165988.4391
"Minneapolis-St. Paul-Bloomington, MN-WI",Upper,2014,168651.4845
"Mobile, AL",Upper,2014,166968.3295
"Modesto, CA",Upper,2014,158378.8644
"Monroe, LA",Upper,2014,189610.7369
"Monroe, MI",Upper,2014,162219.2021
"Montgomery, AL",Upper,2014,165691.1845
"Morgantown, WV",Upper,2014,169409.1528
"Muncie, IN",Upper,2014,153278.8408
"Muskegon, MI",Upper,2014,177980.6393
"Napa, CA",Upper,2014,174277.5147
"Naples-Immokalee-Marco Island, FL",Upper,2014,197738.8357
"Nashville-Davidson--Murfreesboro--Franklin, TN",Upper,2014,169788.9916
"New Haven-Milford, CT",Upper,2014,166959.4787
"New Orleans-Metairie, LA",Upper,2014,176238.4906
"New York-Newark-Jersey City, NY-NJ-PA",Upper,2014,177170.5245
"Niles-Benton Harbor, MI",Upper,2014,164312.8532
"North Port-Sarasota-Bradenton, FL",Upper,2014,177265.7007
"Norwich-New London, CT",Upper,2014,164028.3292
"Ocala, FL",Upper,2014,163781.1828
"Ocean City, NJ",Upper,2014,170605.6016
"Odessa, TX",Upper,2014,180109.5376
"Ogden-Clearfield, UT",Upper,2014,165640.6779
"Oklahoma City, OK",Upper,2014,172258.7055
"Olympia-Tumwater, WA",Upper,2014,167596.6656
"Omaha-Council Bluffs, NE-IA",Upper,2014,166931.5581
"Orlando-Kissimmee-Sanford, FL",Upper,2014,173776.1552
"Owensboro, KY",Upper,2014,168157.1919
"Oxnard-Thousand Oaks-Ventura, CA",Upper,2014,181998.8066
"Palm Bay-Melbourne-Titusville, FL",Upper,2014,167420.4294
"Pensacola-Ferry Pass-Brent, FL",Upper,2014,168493.2444
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Upper,2014,170276.9969
"Phoenix-Mesa-Scottsdale, AZ",Upper,2014,168930.3274
"Pittsburgh, PA",Upper,2014,171917.9938
"Portland-South Portland, ME",Upper,2014,177755.7152
"Portland-Vancouver-Hillsboro, OR-WA",Upper,2014,171334.7084
"Port St. Lucie, FL",Upper,2014,171758.6971
"Prescott, AZ",Upper,2014,160144.3611
"Providence-Warwick, RI-MA",Upper,2014,166576.886
"Provo-Orem, UT",Upper,2014,165145.45
"Pueblo, CO",Upper,2014,158646.8993
"Punta Gorda, FL",Upper,2014,167950.2465
"Racine, WI",Upper,2014,166631.0126
"Raleigh, NC",Upper,2014,178074.8282
"Reading, PA",Upper,2014,170953.969
"Redding, CA",Upper,2014,167655.6246
"Reno, NV",Upper,2014,168517.6317
"Richmond, VA",Upper,2014,169244.0538
"Riverside-San Bernardino-Ontario, CA",Upper,2014,163401.015
"Rochester, NY",Upper,2014,159074.2482
"Rockford, IL",Upper,2014,167573.4561
"Rocky Mount, NC",Upper,2014,162442.0478
"Sacramento--Roseville--Arden-Arcade, CA",Upper,2014,170166.3881
"Saginaw, MI",Upper,2014,154014.7372
"St. Louis, MO-IL",Upper,2014,170126.2046
"Salinas, CA",Upper,2014,181838.8517
"Salisbury, MD-DE",Upper,2014,173719.3786
"Salt Lake City, UT",Upper,2014,167066.5022
"San Angelo, TX",Upper,2014,181007.1036
"San Antonio-New Braunfels, TX",Upper,2014,174125.406
"San Diego-Carlsbad, CA",Upper,2014,172776.5021
"San Francisco-Oakland-Hayward, CA",Upper,2014,185289.7551
"San Jose-Sunnyvale-Santa Clara, CA",Upper,2014,187386.6451
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Upper,2014,174603.1748
"Santa Cruz-Watsonville, CA",Upper,2014,193214.9441
"Santa Fe, NM",Upper,2014,191098.8803
"Santa Maria-Santa Barbara, CA",Upper,2014,183429.5326
"Santa Rosa, CA",Upper,2014,172572.9342
"Scranton--Wilkes-Barre--Hazleton, PA",Upper,2014,163781.5119
"Seattle-Tacoma-Bellevue, WA",Upper,2014,173819.9934
"Sheboygan, WI",Upper,2014,180130.9977
"Shreveport-Bossier City, LA",Upper,2014,164921.4958
"Spartanburg, SC",Upper,2014,158660.1321
"Spokane-Spokane Valley, WA",Upper,2014,158858.885
"Springfield, IL",Upper,2014,177999.7958
"Springfield, MA",Upper,2014,164991.5399
"Springfield, MO",Upper,2014,161011.2872
"Springfield, OH",Upper,2014,171245.0921
"State College, PA",Upper,2014,176768.8792
"Stockton-Lodi, CA",Upper,2014,165650.6892
"Syracuse, NY",Upper,2014,160132.9989
"Tampa-St. Petersburg-Clearwater, FL",Upper,2014,172334.7079
"Toledo, OH",Upper,2014,165507.0849
"Trenton, NJ",Upper,2014,180109.5376
"Tucson, AZ",Upper,2014,169110.8244
"Tyler, TX",Upper,2014,169181.3016
"Urban Honolulu, HI",Upper,2014,161045.3739
"Utica-Rome, NY",Upper,2014,160533.4317
"Vallejo-Fairfield, CA",Upper,2014,156863.1987
"Virginia Beach-Norfolk-Newport News, VA-NC",Upper,2014,166543.3535
"Visalia-Porterville, CA",Upper,2014,168494.4741
"Waco, TX",Upper,2014,161150.648
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Upper,2014,177903.8748
"Wausau, WI",Upper,2014,154982.8497
"Wichita, KS",Upper,2014,167815.5275
"Wichita Falls, TX",Upper,2014,157467.1995
"Winston-Salem, NC",Upper,2014,161536.1159
"Worcester, MA-CT",Upper,2014,166475.8902
"Yakima, WA",Upper,2014,170745.3608
"York-Hanover, PA",Upper,2014,159455.3513
"Youngstown-Warren-Boardman, OH-PA",Upper,2014,159479.1843
"Yuba City, CA",Upper,2014,164578.9654
"Yuma, AZ",Upper,2014,174963.5453
